"SPEAKER","SENTENCE","DATAID","DOMAINID","DOMAIN","CATEGORY","SPEAKERID","SENTENCEID","MAIN","SUB","QA","QACNCT","MQ","SQ","UA","SA","개체명","용어사전","지식베이스",""
"고객","가격이 구입하려면 얼마인데요?","박은영_액세서리_3","B","의복의류점","액세서리","1","15","제품가격문의","","Q","","가격이 구입하려면 얼마인데요?","","","","가격, 구입, 얼마","","",""
"점원","현금 가격 기준으로 62만 9천 원이요","박은영_액세서리_3","B","의복의류점","액세서리","0","16","제품가격문의","","A","","","","","현금 가격 기준으로 62만 9천 원이요","현금, 가격, 기준, 62만 9천 원","","현금/결재방식, 62만 9천 원/금액",""
"고객","이거 18케이예요?","박은영_액세서리_3","B","의복의류점","액세서리","1","17","금함량문의","","Q","","이거 18케이예요?","","","","이거, 18케이","","18케이/순도",""
"점원","네 18케이예요","박은영_액세서리_3","B","의복의류점","액세서리","0","18","금함량문의","","A","","","","","네 18케이예요","18케이","","18케이/순도",""
"고객","시내에 있는 금 도매상하고 여기랑 가격 차이가 많이나요?","박은영_액세서리_3","B","의복의류점","액세서리","1","19","다른매장과가격비교문의","","Q","","시내에 있는 금 도매상하고 여기랑 가격 차이가 많이나요?","","","","시내, 금, 도매상, 여기, 가격, 차이","","금/소재",""
"점원","그쪽은 유지비가 많이 나가니까 아무래도 여기가 더 싸죠","박은영_액세서리_3","B","의복의류점","액세서리","0","20","다른매장과가격비교문의","","A","","","","","그쪽은 유지비가 많이 나가니까 아무래도 여기가 더 싸죠","그쪽, 유지비, 여기","","",""
"고객","액세서리 세일 제품이 있나요?","박은영_액세서리_5","B","의복의류점","액세서리","1","1","세일품목문의","","Q","","액세서리 세일 제품이 있나요?","","","","액세서리, 세일, 제품","","액세서리/제품",""
"점원","악세서리 어떤 거 찾으세요?","박은영_액세서리_5","B","의복의류점","액세서리","0","2","종류별액세서리제품문의요청","종류","Q","","","악세서리 어떤 거 찾으세요?","","","악세서리","","액세서리/제품",""
"고객","스카프 같은 거","박은영_액세서리_5","B","의복의류점","액세서리","1","3","종류별액세서리제품문의요청","종류","A","","","","스카프 같은 거","","스카프","","스카프/제품",""
"점원","이거 괜찮아요","박은영_액세서리_5","B","의복의류점","액세서리","0","4","세일품목문의","","A","1","","","","이거 괜찮아요","이거","","",""
"고객","이건 소재가 뭐예요?","박은영_액세서리_5","B","의복의류점","액세서리","1","5","제품소재문의","","Q","","이건 소재가 뭐예요?","","","","소재","","",""
"점원","폴리에스테르라고 적혀 있네요","박은영_액세서리_5","B","의복의류점","액세서리","0","6","제품소재문의","","A","","","","","폴리에스테르라고 적혀 있네요","폴리에스테르","","폴리에스테르/소재",""
"고객","색상은 이거 하나뿐이고?","박은영_액세서리_5","B","의복의류점","액세서리","1","7","제품별색깔종류문의","","Q","","색상은 이거 하나뿐이고?","","","","색상, 이거, 하나","","하나/가짓수",""
"점원","네 다 빠지고 이거 하나예요","박은영_액세서리_5","B","의복의류점","액세서리","0","8","제품별색깔종류문의","","A","","","","","네 다 빠지고 이거 하나예요","이거, 하나","","하나/가짓수",""
"고객","빨면 좀 그렇지 않을까?","박은영_액세서리_5","B","의복의류점","액세서리","1","9","제품의세척방법문의","","Q","","빨면 좀 그렇지 않을까?","","","","","","",""
"점원","조심해야 하는데 면이 아니니까 집에서 손 드라이해도 돼요","박은영_액세서리_5","B","의복의류점","액세서리","0","10","제품의세척방법문의","","A","","","","","조심해야 하는데 면이 아니니까 집에서 손 드라이해도 돼요","조심, 면, 드라이, 집, 손 드라이","","면/소재, 드라이/세탁방법, 집/장소, 손 드라이/세탁방법",""
"고객","이거는 가격이 얼마예요?","박은영_액세서리_5","B","의복의류점","액세서리","1","11","제품가격문의","","Q","","이거는 가격이 얼마예요?","","","","이거, 가격, 얼마","","",""
"점원","16000원인데 몇 천 원 빼드릴게요","박은영_액세서리_5","B","의복의류점","액세서리","0","12","제품가격문의","","A","","","","","16000원인데 몇 천 원 빼드릴게요","16000원, 천 원","","16000원/금액, 천 원/할인액",""
"고객","이건 얼마예요?","박은영_액세서리_5","B","의복의류점","액세서리","1","13","제품가격문의","","Q","","이건 얼마예요?","","","","얼마","","",""
"점원","13000원입니다","박은영_액세서리_5","B","의복의류점","액세서리","0","14","제품가격문의","","A","","","","","13000원입니다","13000원","","13000원/금액",""
"고객","이 핑크색 모자는 애기들 꺼예요?","박은영_액세서리_5","B","의복의류점","액세서리","1","15","종류별액세서리제품문의요청","","Q","","이 핑크색 모자는 애기들 꺼예요?","","","","핑크색, 모자, 애기","","핑크색/색상, 모자/제품, 애기/대상",""
"점원","애기용입니다","박은영_액세서리_5","B","의복의류점","액세서리","0","16","종류별액세서리제품문의요청","","A","","","","","애기용입니다","애기용","","애기용/용도",""
"고객","어른들 꺼는 없어요?","박은영_액세서리_5","B","의복의류점","액세서리","1","17","재고문의","","Q","","어른들 꺼는 없어요?","","","","어른","","어른/대상",""
"점원","다 빠졌어요","박은영_액세서리_5","B","의복의류점","액세서리","0","18","재고문의","","A","","","","","다 빠졌어요","","","",""
"고객","팔찌 제품 따로 있나요?","박은영_액세서리_6","B","의복의류점","액세서리","1","1","종류별액세서리제품문의요청","","Q","","팔찌 제품 따로 있나요?","","","","팔찌, 제품","","팔찌/제품",""
"점원","고객님이 하실 거예요?","박은영_액세서리_6","B","의복의류점","액세서리","0","2","종류별액세서리제품문의요청","대상","Q","","","고객님이 하실 거예요?","","","고객님","","고객님/대상",""
"고객","네 ","박은영_액세서리_6","B","의복의류점","액세서리","1","3","종류별액세서리제품문의요청","대상","A","","","","네 ","","","","",""
"고객","지금 세일 기간이에요?","박은영_액세서리_6","B","의복의류점","액세서리","1","4","세일기간문의","","Q","","지금 세일 기간이에요?","","","","지금, 세일, 기간","","세일 기간/기간",""
"점원","네 당분간은 할 거 같아요","박은영_액세서리_6","B","의복의류점","액세서리","0","5","세일기간문의","","A","","","","","네 당분간은 할 거 같아요","","","",""
"고객","한 몇 프로 하는데요?","박은영_액세서리_6","B","의복의류점","액세서리","1","6","할인여부문의","","Q","","한 몇 프로 하는데요?","","","","몇 프로","","",""
"점원","정가에서 한 40프로 합니다","박은영_액세서리_6","B","의복의류점","액세서리","0","7","할인여부문의","","A","","","","","정가에서 한 40프로 합니다","정가, 40프로","","40프로/할인율",""
"고객","이거는 가격대가 얼마예요?","박은영_액세서리_6","B","의복의류점","액세서리","1","8","제품가격문의","","Q","","이거는 가격대가 얼마예요?","","","","이거, 가격대, 얼마","","",""
"점원","이거 샘플이 14케이인데 뭘로 봐드릴까요?","박은영_액세서리_6","B","의복의류점","액세서리","0","9","종류별액세서리제품문의요청","제품안내","Q","","","이거 샘플이 14케이인데 뭘로 봐드릴까요?","","","이거, 샘플, 14케이","","14케이/순도",""
"고객","18케이로","박은영_액세서리_6","B","의복의류점","액세서리","1","10","종류별액세서리제품문의요청","제품안내","A","","","","18케이로","","18케이","","18케이/순도",""
"점원","18케이로 하시면 49만 원이요","박은영_액세서리_6","B","의복의류점","액세서리","0","11","제품가격문의","","A","8","","","","18케이로 하시면 49만 원이요","18케이, 49만 원","","18케이/순도, 49만 원/금액",""
"고객","팔찌 좀 핫한 제품 뭐가 있어요?","박은영_액세서리_6","B","의복의류점","액세서리","1","12","베스트상품문의","","Q","","팔찌 좀 핫한 제품 뭐가 있어요?","","","","팔찌, 제품","","팔찌/제품",""
"점원","깔끔하게 이런 거 잘나가요","박은영_액세서리_6","B","의복의류점","액세서리","0","13","베스트상품문의","","A","","","","","깔끔하게 이런 거 잘나가요","","","",""
"고객","18케이예요?","박은영_액세서리_6","B","의복의류점","액세서리","1","14","금함량문의","","Q","","18케이예요?","","","","18케이","","18케이/순도",""
"점원","네 맞아요","박은영_액세서리_6","B","의복의류점","액세서리","0","15","금함량문의","","A","","","","","네 맞아요","","","",""
"고객","돈수로 따지면 몇 돈이에요?","박은영_액세서리_6","B","의복의류점","액세서리","1","16","금함량문의","","Q","","돈수로 따지면 몇 돈이에요?","","","","돈수, 몇 돈","","",""
"점원","두 돈반 조금 안돼요","박은영_액세서리_6","B","의복의류점","액세서리","0","17","금함량문의","","A","","","","","두 돈반 조금 안돼요","두 돈반, 조금","","두 돈반/중량",""
"고객","얼마예요?","박은영_액세서리_6","B","의복의류점","액세서리","1","18","제품가격문의","","Q","","얼마예요?","","","","얼마","","",""
"점원","48만 원 정도요","박은영_액세서리_6","B","의복의류점","액세서리","0","19","제품가격문의","","A","","","","","48만 원 정도요","48만 원, 정도","","48만 원/금액",""
"고객","굵은 게 이거 다예요?","박은영_액세서리_6","B","의복의류점","액세서리","1","20","종류별액세서리제품문의요청","","Q","","굵은 게 이거 다예요?","","","","이거","","",""
"점원","5돈 6돈짜리도 있어요","박은영_액세서리_6","B","의복의류점","액세서리","0","21","종류별액세서리제품문의요청","","A","","","","","5돈 6돈짜리도 있어요","5돈, 6돈","","5돈/중량, 6돈/중량",""
"점원","굵은 거 찾으시면 이런 건 어떠세요?","박은영_액세서리_6","B","의복의류점","액세서리","0","22","종류별액세서리제품문의요청","제품추천","Q","","","굵은 거 찾으시면 이런 건 어떠세요?","","","","","",""
"고객","너무 사치스러운데 ","박은영_액세서리_6","B","의복의류점","액세서리","1","23","종류별액세서리제품문의요청","제품추천","A","","","","너무 사치스러운데 ","","사치","","",""
"고객","핸드폰 케이스 파는 거예요?","박은영_액세서리_7","B","의복의류점","액세서리","1","1","종류별액세서리제품문의요청","","Q","","핸드폰 케이스 파는 거예요?","","","","핸드폰 케이스","","핸드폰 케이스/제품",""
